Derazneshast2.jpg,situps_up,1882.0349,864.996,56.335304,1918.5256,820.0147,-41.624985,1929.7861,822.26514,-41.4701,1941.3624,824.849,-41.60427,1911.4855,811.3976,103.77921,1915.0397,806.83704,103.541534,1918.5287,802.991,103.3721,2007.2295,845.797,-292.63834,1981.8959,818.1697,351.26495,1916.4956,918.9096,-41.291836,1903.4532,907.36804,145.15237,2058.1313,1121.8174,-685.488,2007.804,1048.9371,601.8624,1668.0493,1200.7025,-600.99744,1652.914,1181.5143,371.15372,1840.5417,901.2092,169.84665,1503.0659,1104.6144,-252.15884,1859.5891,811.306,168.44444,1429.6687,1067.3451,-332.97873,1918.5404,834.2403,78.11154,1492.0854,1088.1052,-291.26025,1913.8959,870.4226,159.32845,1526.1202,1109.6024,-265.32822,1751.8192,1729.7322,-430.27335,1746.2699,1652.7262,431.8511,1316.5337,1235.4192,-531.51,1398.2482,1177.4387,310.217,1143.1589,1717.4796,32.310684,1196.6355,1645.4955,759.16394,1194.1411,1825.9275,110.42174,1233.7588,1750.381,788.0324,892.8539,1801.8811,255.53041,947.7863,1750.3391,794.16565
IMG_20220702_125609.jpg,situps_up,704.8974,193.53299,-245.6796,680.74927,167.99994,-237.6051,680.4937,165.72432,-237.64302,680.59924,163.2062,-237.89053,673.52954,175.36662,-290.08868,666.27185,178.43552,-290.37585,659.18915,181.51584,-290.6684,643.7593,179.77612,-133.64711,615.7644,205.52225,-350.53497,695.891,216.48926,-194.65742,682.7295,226.16254,-256.2968,619.8915,278.2112,-15.37469,584.3349,363.9791,-333.02118,690.72034,342.75668,130.93723,718.0964,450.03198,-371.18677,671.33215,281.11996,185.49873,588.5376,269.451,-352.84402,675.4908,271.06952,212.75177,566.48596,218.28658,-354.33102,662.9922,268.01868,209.25754,522.1774,218.019,-360.98474,661.9774,271.12598,180.43036,522.0435,235.43866,-354.91284,727.26324,539.3725,139.21207,724.46716,617.7568,-138.70312,903.4022,298.62827,45.13297,939.85864,411.55746,-213.3434,1068.2476,480.2511,112.815834,1106.9421,528.0229,33.981697,1070.717,522.3226,123.17189,1103.6766,567.20654,72.71313,1165.3547,485.4515,157.22458,1213.0684,487.98483,134.22633
IMG_20220702_130118.jpg,situps_up,592.70685,62.153286,-529.0686,586.0182,31.366814,-495.80322,594.08124,27.09538,-495.89914,602.2344,22.54493,-495.98425,562.2381,43.24844,-519.8459,551.5174,47.54961,-519.9571,540.8847,51.898277,-520.10065,603.84644,30.310537,-282.84076,521.1297,69.07071,-375.78683,612.8572,78.09879,-447.95547,579.50287,93.772575,-474.51663,687.19196,117.35892,-99.658516,503.24698,223.35518,-316.53052,836.5533,280.97125,-196.81474,642.0786,430.88754,-403.96057,710.6325,239.5997,-448.1267,697.74713,264.31287,-434.54312,672.573,242.68779,-507.9282,722.05774,215.04045,-458.4371,652.3339,206.85818,-472.82773,681.73785,192.26979,-448.3266,656.821,213.00198,-439.88742,681.34515,206.09908,-427.36343,752.4681,404.11084,107.26747,670.8645,484.43948,-107.10878,967.13025,287.07333,-122.478676,849.63855,435.99127,-512.3173,1048.0135,486.4498,159.07388,986.42676,663.40955,-238.42516,1022.73596,525.8331,186.63928,977.56537,695.0779,-206.18997,1186.1542,551.27966,106.87343,1118.5527,737.3334,-332.5246
IMG_20220702_130142.jpg,situps_up,411.59427,683.86914,-456.95447,419.81644,658.5942,-485.2643,424.9567,658.1477,-484.96777,430.2578,657.7287,-484.6741,408.32446,656.82697,-476.0336,404.3027,654.84235,-476.04095,400.44873,653.12164,-476.1705,440.7665,655.6527,-467.41354,402.1141,649.2496,-419.09613,421.47897,698.3053,-433.80356,406.54654,696.6784,-419.1471,416.03775,710.1225,-358.44833,453.6533,688.1885,-284.64133,311.00247,787.1701,-209.5354,353.70013,752.055,-213.51921,287.23154,771.54517,-37.84283,316.68265,760.93256,-234.14809,280.4728,769.15875,-54.04597,303.4828,763.8025,-243.39949,290.49374,758.3231,-66.79637,311.85703,762.0548,-254.4108,294.31763,763.26245,-42.17843,314.43762,765.3679,-237.36829,373.76376,925.11847,-45.69555,400.41736,901.38605,46.47957,350.49448,768.17004,-182.00633,388.23895,716.33203,-80.25435,360.93228,814.99493,206.88647,349.64346,792.83636,242.56056,371.91003,822.5054,248.59395,346.45807,811.8342,273.47406,331.999,818.4144,251.91849,334.0429,795.2689,265.8156
Screenshot 2022-06-26 125450.jpg,situps_up,562.21063,149.87149,-186.61066,592.5505,130.64534,-171.1286,604.118,132.56621,-171.27339,615.8092,134.29446,-171.34166,566.5337,127.74409,-139.64113,558.3683,126.57749,-139.86284,550.0934,125.67954,-140.23264,646.8462,158.15189,-33.10874,559.5261,143.37444,110.028564,587.35474,184.61862,-137.31117,550.2124,178.94957,-96.69315,708.6691,321.42825,-74.01444,516.0913,293.74252,295.98776,705.3966,510.97183,-257.89038,393.83066,380.18094,213.25613,562.81696,518.7823,-584.3547,272.06033,435.42117,-183.47214,518.6265,539.4874,-673.78705,226.86418,461.75555,-259.36307,506.13794,503.6204,-683.88226,252.13184,459.8828,-318.131,516.86365,505.62784,-588.2423,280.35898,462.29233,-218.58102,633.63635,649.3762,-122.220604,534.085,621.31195,122.61482,510.8747,479.51523,-418.57193,359.0479,483.40826,-162.45341,333.44006,743.1718,-482.63998,166.22487,721.6272,-483.15762,328.47028,795.76117,-486.6577,160.21117,785.939,-519.5087,199.55916,776.2123,-640.5917,36.063515,733.17334,-676.30493
Screenshot 2022-06-26 130722.jpg,situps_up,117.92852,89.363594,-4.5380116,121.6206,82.863075,-18.953278,122.3935,82.951866,-18.873884,123.2203,83.069496,-18.941689,122.860985,82.29883,1.8277979,124.42897,82.03532,1.8205014,126.01719,81.92662,1.7692193,132.77078,86.384026,-65.85188,135.89088,84.79878,26.818832,121.88508,97.06505,-21.046835,123.066795,96.56493,5.8519077,145.91624,122.530426,-101.032364,152.91997,117.83293,89.26946,141.81393,114.85768,-133.74893,159.5528,126.1036,239.78986,154.72842,98.73391,-56.884693,160.1073,103.58901,401.24496,159.66916,89.0182,-61.19561,163.63878,95.6066,431.81363,163.17473,92.91331,-56.091087,160.39456,95.983574,429.28387,160.6909,97.27144,-55.66731,157.68852,100.27137,403.53073,143.53563,230.37747,-76.87469,145.32854,221.7823,76.76439,83.70658,159.16875,-77.15952,93.265884,150.91594,94.82797,43.28169,234.6167,3.831364,63.55484,222.40567,150.86388,48.231182,251.79372,13.223508,68.0472,237.56259,154.21698,8.69212,236.60057,30.449972,29.992786,231.28017,164.49129
Screenshot 2022-06-26 130950.jpg,situps_up,511.20807,256.54813,-77.92621,515.5028,229.9612,-45.55515,516.43677,230.2051,-45.379025,517.49774,230.30118,-45.799908,505.18124,226.81299,-106.65066,498.2937,223.80225,-106.7504,491.56674,220.90852,-107.06301,489.6764,232.81302,106.8903,453.95334,221.18039,-164.09383,493.73254,280.66742,-23.797451,480.93515,274.32092,-100.5082,449.4036,332.5616,173.03185,343.26456,349.1971,-271.39062,613.14514,312.57895,198.91425,550.78107,358.6997,-436.8745,524.75507,157.26547,150.9743,503.28128,171.57555,-270.79855,506.3404,122.290634,119.03917,509.8875,118.87579,-263.56274,475.61868,123.92662,160.80066,472.39224,122.81475,-289.1734,478.84903,144.40445,159.59001,471.3502,146.48944,-272.14008,538.22644,725.56824,196.50063,491.47058,775.2318,-195.76733,807.81354,434.50934,85.575096,784.6856,490.01157,-321.36487,974.0762,740.31354,58.46533,1003.1441,817.8752,-240.62123,959.381,807.5199,58.47954,990.1757,891.62036,-226.28802,1104.863,777.63947,-9.388489,1183.0312,828.11554,-270.2293
Screenshot 2022-06-26 131213.jpg,situps_up,941.11926,118.1169,-44.99941,977.9943,97.162094,-119.397995,984.7868,100.19675,-119.01981,991.6956,103.466095,-118.78742,973.9501,94.493225,-41.98495,976.3561,94.790665,-42.03662,978.73773,95.55557,-42.03878,1031.212,140.33183,-275.23206,1014.89795,127.5073,66.64989,952.3127,165.40051,-96.30185,944.02997,160.6212,3.7065682,971.0511,315.86145,-401.77765,1010.5961,311.39615,282.5298,737.2663,284.4613,-290.98538,775.39996,287.9782,576.81537,843.1004,204.87933,167.49062,819.81995,236.47801,786.08417,866.8755,172.9685,147.82831,820.76495,218.90869,837.334,892.7415,200.62988,127.34819,847.0899,232.00116,845.54425,886.35394,220.9568,166.5857,842.0551,246.10645,791.22003,720.8646,767.77435,-235.99036,764.8145,718.3564,237.51501,427.08566,451.62146,-321.84268,530.8936,387.90988,264.72842,238.96202,784.519,-104.217155,382.34656,724.731,415.62775,265.67114,860.36725,-64.588066,405.27817,791.7837,429.12894,50.756634,811.3013,51.866455,222.04921,792.27094,526.09644
Screenshot 2022-06-26 131705.jpg,situps_up,630.0195,326.67957,-23.509706,626.7924,304.69614,-6.523063,624.7933,303.6707,-6.3910875,623.0056,302.69873,-6.6450405,623.9852,303.8256,-52.817253,620.2029,301.72623,-53.002354,616.476,299.87598,-53.11168,594.64435,303.16937,66.38701,587.0004,298.7455,-141.05539,610.3448,346.55228,8.029108,606.8045,344.59775,-51.978397,506.02322,414.33563,182.9267,526.99097,403.1818,-279.7902,577.02386,567.79706,242.84566,640.52277,555.12366,-342.76764,687.9672,661.3593,184.51897,770.49243,656.447,-285.0427,712.999,666.91315,198.39552,799.9095,674.7176,-347.90997,723.06647,667.2202,132.4036,807.57874,661.3859,-320.75427,716.2716,671.3281,158.5912,794.0473,658.6472,-275.03088,333.71997,646.641,124.25252,338.95187,651.0373,-123.54987,520.4331,484.97733,346.45175,566.7454,503.38065,-34.51786,551.44293,627.3236,686.4165,565.59186,624.846,459.83252,546.4326,655.1613,721.1055,551.6738,647.1359,508.02853,600.1234,636.3487,743.06415,620.4616,624.23663,551.3947
a.png,situps_up,819.7098,411.04077,-16.42362,811.24426,400.0327,-0.2016949,808.9722,399.95377,-0.08440868,806.91864,399.8148,-0.19566493,811.5963,399.9211,-33.606487,809.58746,399.39346,-33.709587,807.6915,398.9013,-33.844944,787.94275,402.68103,60.598175,788.93713,401.48608,-88.001495,809.4476,423.49072,5.891053,809.9841,422.88693,-37.41536,770.89014,466.71957,134.78802,759.7014,476.18875,-191.20605,832.9359,538.1535,145.61449,839.0093,559.04364,-242.72617,892.1832,597.3726,88.01549,922.5823,617.7748,-203.86507,905.5905,604.58453,91.41931,940.54126,629.80493,-243.09964,904.20984,607.1246,60.788963,946.5826,622.74304,-231.59021,899.1561,609.2678,74.59657,938.67523,621.3953,-200.53171,756.8981,630.5484,99.59932,739.5807,648.6033,-99.16325,853.4956,514.56714,157.27733,863.6878,534.1446,-127.49717,901.2318,644.0869,145.83546,913.8427,655.96136,64.14162,895.5179,668.3804,143.90596,903.81226,678.7037,84.86238,955.77295,661.8717,121.958275,984.07837,663.6217,82.65744
